Unnamed: 0,name,force,level,mechanic,equipment,primaryMuscles,secondaryMuscles,instructions,category,images,id
646,Seated One-Arm Dumbbell Palms-Up Wrist Curl,pull,beginner,isolation,dumbbell,forearms,,"Duduklah di bangku datar dengan halter di tangan kanan Anda., Tempatkan kaki Anda rata di lantai, Pada kejauhan yang sedikit lebih lebar dari lebar bahu terpisah., Condong ke depan dan letakkan lengan kanan Anda di atas paha kanan atas Anda dengan telapak tangan ke atas. Kiat: Pastikan bagian depan pergelangan tangan terletak di atas lutut Anda. Ini akan menjadi posisi awal Anda., Turunkan dumbbell sejauh mungkin saat Anda tetap memegang dumbbell. Tarik napas saat Anda melakukan gerakan ini., Sekarang ikal halter setinggi mungkin saat Anda mengontrak lengan bawah dan saat Anda menghembuskan napas. Simpan kontraksi sejenak sebelum Anda lebih rendah lagi. Kiat: Satu -satunya gerakan harus terjadi di pergelangan tangan., Lakukan untuk jumlah pengulangan yang disarankan, Ganti lengan dan ulangi gerakan.",strength,"0.jpg, 1.jpg",Seated_One-Arm_Dumbbell_Palms-Up_Wrist_Curl
647,Seated One-arm Cable Pulley Rows,pull,intermediate,compound,cable,middle back,"biceps, lats, traps","Untuk masuk ke posisi awal, Pertama -tama duduk di mesin dan letakkan kaki Anda di platform depan atau gawang asalkan memastikan bahwa lutut Anda sedikit ditekuk dan tidak terkunci., Bersandar saat Anda menjaga penyelarasan alami punggung Anda dan ambil lampiran pegangan tunggal dengan lengan kiri Anda menggunakan cengkeraman telapak tangan., Dengan lengan Anda yang diperluas kembali sampai tubuh Anda berada pada sudut 90 derajat dari kaki Anda. Punggung Anda harus sedikit melengkung dan dada Anda harus mencuat. Anda harus merasakan peregangan yang bagus di lat Anda saat Anda memegang bar di depan Anda. Lengan kanan dapat disimpan oleh pinggang. Ini adalah posisi awal latihan., Menjaga stasioner tubuh, Tarik pegangan ke belakang ke arah tubuh Anda sambil menjaga lengan tetap dekat saat Anda memutar pergelangan tangan, Sehingga pada saat tangan Anda adalah dengan perut Anda dalam posisi netral (telapak tangan menghadap ke tubuh). Bernapaslah saat Anda melakukan gerakan itu. Pada saat itu Anda harus meremas otot punggung Anda dengan keras., Tahan kontraksi itu sejenak dan perlahan -lahan kembali ke posisi semula sambil bernafas. Tip: Ingatlah untuk memutar pergelangan tangan saat Anda kembali ke posisi awal sehingga telapak tangan menghadap ke bawah lagi., Ulangi untuk jumlah pengulangan yang disarankan dan kemudian lakukan gerakan yang sama dengan tangan kanan.",strength,"0.jpg, 1.jpg",Seated_One-arm_Cable_Pulley_Rows
648,Seated Overhead Stretch,static,beginner,isolation,body only,abdominals,,"Duduk tegak di atas tikar olahraga., Sentuh telapak kaki Anda bersama dengan kaki Anda enam hingga delapan inci di depan pinggul Anda., Tempatkan satu tangan di lantai di samping Anda dan tangan Anda yang lain di belakang kepala Anda., Angkat siku Anda ke langit -langit saat Anda memasukkan tubuh Anda ke sisi lain. Tahan selama 10 hingga 20 detik, lalu beralih sisi.",stretching,"0.jpg, 1.jpg",Seated_Overhead_Stretch
649,Seated Palm-Up Barbell Wrist Curl,pull,beginner,isolation,barbell,forearms,,"Pegang barbel dengan kedua tangan dan telapak tangan Anda menghadap ke atas; Tangan berjarak sekitar lebar bahu., Tempatkan kaki Anda rata di lantai, Pada kejauhan yang sedikit lebih lebar dari lebar bahu terpisah., Condongkan ke depan dan letakkan lengan Anda di atas paha atas Anda dengan telapak tangan Anda. Tip: Pastikan bagian depan pergelangan tangan terletak di atas lutut Anda. Ini akan menjadi posisi awal Anda., Turunkan bar sejauh mungkin saat menghirup dan menjaga pegangan yang ketat., Sekarang keriting bar setinggi mungkin sambil melenturkan lengan bawah dan menghembuskan napas. Tahan kontraksi di atas untuk satu detik dan tip: Hanya pergelangan tangan yang harus bergerak.",strength,"0.jpg, 1.jpg",Seated_Palm-Up_Barbell_Wrist_Curl
650,Seated Palms-Down Barbell Wrist Curl,pull,beginner,isolation,barbell,forearms,,"Pegang barbel dengan kedua tangan dan telapak tangan Anda menghadap ke bawah; Tangan berjarak sekitar lebar bahu., Tempatkan kaki Anda rata di lantai, Pada kejauhan yang sedikit lebih lebar dari lebar bahu terpisah., Condongkan diri ke depan dan letakkan lengan Anda di atas paha atas Anda dengan telapak tangan Anda. Kiat: Pastikan bagian belakang pergelangan tangan terletak di atas lutut Anda. Ini akan menjadi posisi awal Anda., Turunkan bar sejauh mungkin saat menghirup dan menjaga pegangan yang ketat., Sekarang keriting bar setinggi mungkin sambil melenturkan lengan bawah dan menghembuskan napas. Tahan kontraksi di atas untuk satu detik dan tip: Hanya pergelangan tangan yang harus bergerak.",strength,"0.jpg, 1.jpg",Seated_Palms-Down_Barbell_Wrist_Curl
651,Seated Side Lateral Raise,push,beginner,isolation,dumbbell,shoulders,,"""Pilih beberapa dumbel dan duduk di ujung bangku datar dengan kaki dengan kuat di lantai. Pegang halter dengan telapak tangan menghadap ke dalam dan lenganmu lurus ke bawah di sisi Anda dengan panjang lengan. Ini akan menjadi posisi awal Anda."", Sambil mempertahankan stasioner tubuh (tidak ada ayunan), Angkat halter ke sisi Anda dengan sedikit tikungan di siku dan tangan sedikit miring ke depan seolah menuangkan air ke dalam gelas. Terus naik sampai lengan Anda sejajar dengan lantai. Buang napas saat Anda menjalankan gerakan ini dan berhenti sejenak di bagian atas., Turunkan halter kembali perlahan ke posisi awal saat Anda menghirup., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Seated_Side_Lateral_Raise
652,Seated Triceps Press,push,beginner,isolation,dumbbell,triceps,,"""Duduklah di bangku dengan dukungan punggung dan pegang dumbbell dengan kedua tangan dan pegang overhead pada panjang lengan. Tip: cara yang lebih baik adalah meminta seseorang menyerahkannya kepada Anda terutama jika itu sangat berat. Perlawanan harus beristirahat di telapak tangan Anda dengan jempol Anda di sekitarnya. Telapak tangan harus menghadap ke dalam. Ini akan menjadi posisi awal Anda."", Menjaga lengan atas Anda tetap dekat dengan kepala Anda (siku di dalam) dan tegak lurus ke lantai, Turunkan resistensi dalam gerakan semi-lingkaran di belakang kepala Anda sampai lengan Anda menyentuh bisep Anda. Tip: Lengan atas harus tetap diam dan hanya lengan yang harus bergerak. Bernafas saat Anda melakukan langkah ini., Kembali ke posisi awal dengan menggunakan triceps untuk menaikkan dumbbell. Bernapaslah saat Anda melakukan langkah ini., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Seated_Triceps_Press
653,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,pull,beginner,isolation,cable,forearms,,"Letakkan bangku di depan mesin katrol rendah yang memiliki lampiran barbell atau ikal EZ di atasnya., Pindahkan bangku cukup jauh sehingga ketika Anda membawa pegangan ke atas ketegangan paha Anda dibuat pada kabel karena tumpukan berat dipindahkan ke atas., Sekarang pegang pegangan dengan kedua tangan, Palms naik, Menggunakan pegangan lebar bahu., Melangkah mundur dan duduk di bangku dengan kaki sekitar lebar bahu terpisah, dengan kuat di lantai., Condong ke depan dan letakkan lengan di paha Anda dengan bagian belakang pergelangan tangan Anda di atas lutut Anda. Ini akan menjadi posisi awal Anda., Turunkan bar sejauh mungkin, Sambil menghirup dan menjaga pegangan yang erat., Sekarang keriting bar hingga setinggi mungkin saat mengontrak lengan bawah. Kiat: Hanya pergelangan tangan yang harus bergerak; bukan lengan bawah., Setelah kontraksi kedua di atas kembali ke posisi awal saat Anda menghirup., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Seated_Two-Arm_Palms-Up_Low-Pulley_Wrist_Curl
654,See-Saw Press (Alternating Side Press),push,intermediate,compound,dumbbell,shoulders,"abdominals, triceps","Ambil halter dengan masing -masing tangan dan berdiri tegak., Bersihkan (angkat) halter ke tingkat dada/bahu dan kemudian putar pergelangan tangan Anda sehingga telapak tangan Anda menghadap ke arah Anda seolah -olah Anda sedang bersiap -siap untuk melakukan penekanan Arnold. Ini akan menjadi posisi awal Anda., Sekarang mulailah memperpanjang overhead lengan kiri saat Anda memutar pergelangan tangan sehingga telapak tangan Anda menghadap ke depan saat Anda naik. Siku Anda juga harus keluar saat Anda mengangkat berat. Serentak, Anda juga akan membungkuk dari pinggul Anda ke sisi yang berlawanan. Tip: Jika Anda melakukan latihan dengan benar, harus terlihat seolah -olah Anda mencoba meraih sesuatu di atas kepala di sisi kanan tubuh Anda, Tapi dengan lengan kiri Anda. Bernapaslah saat Anda melakukan gerakan ini., Setelah Anda mencapai posisi atas bernafas. Lalu, Dengan beratnya overhead yang sepenuhnya diperpanjang dan Anda membungkuk ke sisi kanan Anda, Mulailah gerakan ke sisi kiri., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",See-Saw_Press_Alternating_Side_Press
655,Shotgun Row,pull,beginner,compound,cable,lats,"biceps, middle back","Pasang satu pegangan ke kabel rendah., Setelah memilih berat yang benar, Berdirilah beberapa kaki ke belakang dengan sikap lebar. Lengan Anda harus diperpanjang dan bahu Anda ke depan. Ini akan menjadi posisi awal Anda., Lakukan gerakan dengan menarik kembali bahu dan melenturkan siku. Saat Anda menarik, Suplai pergelangan tangannya, Memutar telapak tangan ke atas saat Anda pergi., Setelah jeda singkat, kembali ke posisi awal.",strength,"0.jpg, 1.jpg",Shotgun_Row
656,Shoulder Circles,pull,beginner,,body only,shoulders,traps,"""Dengan bahu santai dan lengan beristirahat dengan longgar di sisi Anda (atau di pangkuan Anda jika Anda duduk), Gulung bahu Anda dengan lembut, ke atas, kembali, dan turun. "", Arah terbalik. Anda dapat melakukan latihan ini bergantian bahu atau keduanya secara bersamaan.",stretching,"0.jpg, 1.jpg",Shoulder_Circles
657,Shoulder Press - With Bands,push,beginner,compound,bands,shoulders,triceps,"""Untuk memulai, Berdirilah di pita olahraga sehingga ketegangan dimulai dengan lengan. Pegang pegangan dan angkat sehingga tangan berada pada ketinggian bahu di setiap sisi. "", Putar pergelangan tangan sehingga telapak tangan Anda menghadap ke depan. Siku Anda harus ditekuk, dengan lengan atas dan lengan sejalan dengan batang tubuh. Ini adalah posisi awal Anda., Saat Anda menghembuskan napas, Angkat pegangan ke atas sampai lengan Anda terulur di atas kepala.",strength,"0.jpg, 1.jpg",Shoulder_Press_-_With_Bands
658,Shoulder Raise,pull,beginner,,body only,shoulders,lats,"Rilekskan lengan Anda ke samping dan angkat bahu ke arah telinga, lalu mundur.",stretching,"0.jpg, 1.jpg",Shoulder_Raise
659,Shoulder Stretch,pull,beginner,,body only,shoulders,,Jangkau lengan kiri Anda melintasi tubuh Anda dan pegang lurus.,stretching,"0.jpg, 1.jpg",Shoulder_Stretch
660,Side-Lying Floor Stretch,static,beginner,,body only,lats,,"Kebohongan pertama di sisi kiri Anda, Membungkuk lutut kiri Anda di depan Anda untuk menstabilkan tubuh Anda (gunakan otot perut Anda juga untuk menahan Anda)., Luruskan kaki kanan Anda dan beristirahatlah di lantai kanan di belakang kiri. Luruskan lengan kanan Anda di atas kepala Anda dan tarik pergelangan tangan kanan Anda dengan lembut untuk meregangkan seluruh sisi kanan tubuh. Beralih sisi.",stretching,"0.jpg, 1.jpg",Side-Lying_Floor_Stretch
661,Side Bridge,static,beginner,,body only,abdominals,shoulders,,strength,"0.jpg, 1.jpg",Side_Bridge
662,Side Hop-Sprint,push,beginner,compound,other,quadriceps,"abductors, adductors, calves, hamstrings","Berdirilah ke sisi kerucut atau rintangan., Mulailah latihan ini dengan melompat ke samping dari rintangan, Rebound keluar dari pendaratan Anda untuk melompat kembali ke tempat Anda mulai., Melompat ke nomor atau pengulangan yang ditentukan secepat mungkin, Dan selesaikan latihan ini dengan berlari jarak pendek setelah mendarat hop terakhir.",plyometrics,"0.jpg, 1.jpg",Side_Hop-Sprint
663,Side Jackknife,pull,beginner,compound,body only,abdominals,,,strength,"0.jpg, 1.jpg",Side_Jackknife
664,Side Lateral Raise,push,beginner,isolation,dumbbell,shoulders,,"Pilih beberapa halter dan berdiri dengan tubuh lurus dan dumbbell di sisi Anda dengan panjang lengan dengan telapak tangan yang menghadap Anda. Ini akan menjadi posisi awal Anda., Sambil mempertahankan batang tubuh dalam posisi diam (tanpa ayunan), Angkat halter ke sisi Anda dengan sedikit tikungan di siku dan tangan sedikit miring ke depan seolah menuangkan air ke dalam gelas. Terus naik sampai lengan Anda sejajar dengan lantai. Buang napas saat Anda menjalankan gerakan ini dan berhenti sejenak di bagian atas., Turunkan halter kembali perlahan ke posisi awal saat Anda menghirup., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Side_Lateral_Raise
665,Side Laterals to Front Raise,push,beginner,isolation,dumbbell,shoulders,traps,"Dalam posisi berdiri, Pegang sepasang halter di sisi Anda. Ini akan menjadi posisi awal Anda., Menjaga siku Anda sedikit bengkok, Angkat beban langsung di depan Anda ke ketinggian bahu, menghindari ayunan atau curang., Di bagian atas latihan memindahkan beban di depan Anda, menjaga lengan Anda terulur., Turunkan bobot dengan gerakan terkontrol., Pada pengulangan berikutnya, Angkat beban di depan Anda ke ketinggian bahu sebelum memindahkan beban secara lateral ke sisi Anda., Turunkan bobot ke posisi awal.",strength,"0.jpg, 1.jpg",Side_Laterals_to_Front_Raise
666,Side Leg Raises,pull,beginner,,body only,adductors,,"Berdiri di sebelah kursi, yang dapat Anda pegang sebagai dukungan. Berdiri di satu kaki. Ini akan menjadi posisi awal Anda., Menjaga kaki Anda tetap lurus, Naikkan sejauh mungkin ke samping, dan mengayunkannya kembali, membiarkannya melintasi kaki yang berlawanan., Ulangi gerakan ayunan ini 5-10 kali, Meningkatkan rentang gerak saat Anda melakukannya.",stretching,"0.jpg, 1.jpg",Side_Leg_Raises
667,Side Lying Groin Stretch,static,beginner,isolation,body only,adductors,hamstrings,"Mulailah dengan berbaring di sisi kanan Anda dan tekuk lutut kanan Anda di depan Anda untuk menstabilkan tubuh., Isi kepala Anda di tangan atau bahu kanan. Angkat kaki kiri Anda ke atas dan pegang di belakang lutut (lebih mudah) atau kaki (lebih keras)., Tarik lutut kiri Anda ke arah bahu kiri Anda dan tekan kaki atau lutut Anda secara bersamaan ke lantai. Untuk mengintensifkan peregangan ini, Luruskan kaki kiri Anda. Beralih sisi.",stretching,"0.jpg, 1.jpg",Side_Lying_Groin_Stretch
668,Side Neck Stretch,static,beginner,isolation,body only,neck,,"Mulailah dengan bahu Anda dengan santai, Miringkan kepala dengan lembut ke arah bahu Anda., Bantu peregangan dengan tarikan lembut di sisi kepala.",stretching,"0.jpg, 1.jpg",Side_Neck_Stretch
669,Side Standing Long Jump,push,beginner,compound,body only,quadriceps,"calves, glutes, hamstrings","Mulailah berdiri dengan kaki pinggul terpisah dalam sikap atletik. Kepala dan dada Anda harus naik, Lutut dan pinggul sedikit bengkok. Ini akan menjadi posisi awal Anda., Condong ke kanan Anda, Perpanjang melalui pinggul Anda, lutut, dan pergelangan kaki untuk melompat ke udara. Memblokir dengan lengan untuk memimpin gerakan, Melompat sejauh ke kanan Anda bisa., Mendarat menghadap ke arah yang sama dengan kaki pinggul terpisah, menyerap dampak melalui tubuh bagian bawah Anda.",plyometrics,"0.jpg, 1.jpg",Side_Standing_Long_Jump
670,Side To Side Chins,pull,intermediate,compound,other,lats,"biceps, forearms, middle back, shoulders","Raih bar pull-up dengan telapak tangan menghadap ke depan menggunakan cengkeraman lebar., Karena Anda memiliki kedua lengan yang terulur di depan Anda memegang bar pada genggaman yang lebar, Bawa tubuh Anda kembali sekitar 30 derajat atau lebih sambil membuat kelengkungan di punggung bawah dan mencuat dada. Ini adalah posisi awal Anda., Tarik tubuh Anda ke atas sambil bersandar ke sisi kiri sampai bar hampir menyentuh dada atas Anda dengan menggambar bahu dan lengan atas ke bawah dan ke belakang. Buang napas saat Anda melakukan bagian gerakan ini. Kiat: Berkonsentrasi pada memeras otot -otot belakang begitu Anda mencapai posisi penuh yang dikontrak. Tubuh bagian atas harus tetap diam saat bergerak melalui ruang (tidak ada ayunan) dan hanya lengan yang harus bergerak. Lengan seharusnya tidak melakukan pekerjaan lain selain memegang bar., Setelah satu detik kontraksi, Tarik napas saat Anda kembali ke posisi awal., Sekarang, Tarik tubuh Anda ke atas sambil bersandar ke sisi kanan sampai bar hampir menyentuh dada atas Anda dengan menggambar bahu dan lengan atas ke bawah dan ke belakang. Buang napas saat Anda melakukan bagian gerakan ini. Kiat: Berkonsentrasi pada memeras otot -otot belakang begitu Anda mencapai posisi penuh yang dikontrak. Tubuh bagian atas harus tetap diam saat bergerak melalui ruang dan hanya lengan yang harus bergerak. Lengan seharusnya tidak melakukan pekerjaan lain selain memegang bar., Setelah satu detik kontraksi, Tarik napas saat Anda kembali ke posisi awal., Ulangi langkah 3-6 sampai Anda telah melakukan jumlah pengulangan yang ditentukan untuk setiap sisi.",strength,"0.jpg, 1.jpg",Side_To_Side_Chins
671,Side Wrist Pull,static,beginner,isolation,body only,shoulders,"forearms, lats","Peregangan ini bekerja paling baik. Silangkan lengan kiri Anda di atas garis tengah tubuh Anda dan pegang pergelangan tangan kiri di tangan kanan ke bawah di level pinggul Anda. Mulailah peregangan dengan lengan kiri bengkok., ""Perlahan lurus, menarik, dan angkat hingga tinggi bahu, seperti yang digambarkan. Rasakan peregangan ini berasal dari punggung Anda, bukan bahu Anda, dan jangan menarik terlalu keras di tempat persendian. Beralih sisi. """,stretching,"0.jpg, 1.jpg",Side_Wrist_Pull
672,Side to Side Box Shuffle,push,beginner,compound,other,quadriceps,"abductors, adductors, calves, hamstrings","Berdirilah ke satu sisi kotak dengan kaki kiri Anda bersandar di tengahnya., Untuk memulai, melompat ke atas dan ke sisi lain kotak, Mendarat dengan kaki kanan Anda di atas kotak dan kaki kiri Anda di lantai. Ayunkan lengan Anda untuk membantu gerakan Anda., Lanjutkan berjalan bolak -balik melintasi kotak.",plyometrics,"0.jpg, 1.jpg",Side_to_Side_Box_Shuffle
673,Single-Arm Cable Crossover,push,beginner,isolation,cable,chest,,"Mulailah dengan memindahkan katrol ke posisi tinggi, Pilih resistensi yang akan digunakan, dan pegang di masing -masing tangan., Melangkah ke depan di depan kedua katrol dengan tangan terulur di depan Anda, menyatukan tangan Anda. Kepala dan dada Anda harus naik saat Anda condong ke depan, Sementara kaki Anda harus terhuyung -huyung. Ini akan menjadi posisi awal Anda., Menjaga lengan kiri Anda tetap di tempatnya, Biarkan lengan kanan Anda merentangkan ke samping, mempertahankan sedikit tikungan di siku. Lengan kanan harus tegak lurus terhadap tubuh pada tingkat bahu kira -kira., Kembalikan lengan Anda kembali ke posisi awal dengan menarik tangan Anda kembali ke garis tengah tubuh., Tahan sejenak pada posisi awal dan ulangi gerakan di sisi yang berlawanan. Lanjutkan bergantian bolak -balik untuk jumlah pengulangan yang ditentukan.",strength,"0.jpg, 1.jpg",Single-Arm_Cable_Crossover
674,Single-Arm Linear Jammer,push,intermediate,compound,barbell,shoulders,"chest, triceps","Posisikan bar ke ranjau darat atau jangkar dengan aman di sudut. Muat bilah ke berat yang sesuai., Angkat bar dari lantai, membawanya ke bahu Anda dengan satu atau kedua tangan. Mengadopsi sikap lebar. Ini akan menjadi posisi awal Anda., Lakukan gerakan dengan memperluas siku, menekan berat badan. Bergerak secara eksplosif, Memperluas pinggul dan lutut sepenuhnya untuk menghasilkan gaya maksimal., Kembali ke posisi awal.",strength,"0.jpg, 1.jpg",Single-Arm_Linear_Jammer
675,Single-Arm Push-Up,push,intermediate,compound,body only,chest,"shoulders, triceps","Mulailah berbaring di tanah. Pindahkan diri Anda ke posisi yang mendukung berat badan Anda dengan jari kaki dan satu lengan. Lengan kerja Anda harus ditempatkan langsung di bawah bahu, sepenuhnya diperpanjang. Kaki Anda harus diperpanjang, Dan untuk gerakan ini Anda mungkin membutuhkan basis yang lebih luas, menempatkan kaki Anda lebih jauh dari pada push-up normal., Pertahankan postur tubuh yang baik, dan letakkan tangan Anda yang bebas di belakang punggung Anda. Ini akan menjadi posisi awal Anda., Turunkan diri Anda dengan membiarkan siku melenturkan sampai Anda menyentuh tanah., Turun perlahan, dan arah terbalik memperpanjang lengan untuk kembali ke posisi awal.",strength,"0.jpg, 1.jpg",Single-Arm_Push-Up
676,Single-Cone Sprint Drill,push,beginner,,other,quadriceps,"calves, glutes, hamstrings","Bor ini mengajarkan aksi kaki cepat. Anda membutuhkan satu kerucut. Mulailah berdiri di sebelah kerucut dengan satu tangan di belakang dan satu lengan ke depan., Potong kaki secepat mungkin, menghalangi dengan lengan. Lingkari kerucut, Jaga Lutut Anda, dengan tindakan kaki yang kejam., Istirahat setelah tiga perjalanan di sekitar kerucut.",plyometrics,"0.jpg, 1.jpg",Single-Cone_Sprint_Drill
677,Single-Leg High Box Squat,push,beginner,compound,other,quadriceps,"glutes, hamstrings","Posisikan kotak di rak. Amankan pita atau tali di tempat di atas kotak., Berdiri di depannya, melangkah ke kotak ke posisi berdiri penuh, Membiarkan kaki Anda yang lain tetap tidak didukung. Pegang band untuk keseimbangan, . Lanjutkan melangkah ke atas dan ke bawah pada kaki yang sama sebelum beralih ke sisi yang berlawanan.",strength,"0.jpg, 1.jpg",Single-Leg_High_Box_Squat
678,Single-Leg Hop Progression,push,beginner,compound,other,quadriceps,"abductors, adductors, calves, hamstrings","Atur garis kerucut di depan Anda. Asumsikan posisi berdiri yang santai, seimbang dengan satu kaki. Angkat lutut kaki Anda yang berlawanan. Ini akan menjadi posisi awal Anda., Melompat ke depan, Melompat dan mendarat dengan kaki yang sama di atas kerucut., Gunakan lompatan countermovement untuk melompat dari kerucut ke kerucut., Di akhir, Berbalik dan kembali ke kaki yang lain.",plyometrics,"0.jpg, 1.jpg",Single-Leg_Hop_Progression
679,Single-Leg Lateral Hop,push,beginner,compound,other,quadriceps,"abductors, adductors, calves, hamstrings","Berdirilah ke sisi kerucut atau rintangan. Untuk masuk ke posisi awal, Berdiri di satu kaki dengan lutut Anda sedikit bengkok., Untuk memulai, Jalankan counterjump untuk melompat ke samping di atas kerucut., Mendarat di kaki melompat Anda, dan segera bangkit keluar dari itu dengan melompat kembali ke posisi awal., Lanjutkan melompat -lompat.",plyometrics,"0.jpg, 1.jpg",Single-Leg_Lateral_Hop
680,Single-Leg Leg Extension,push,beginner,isolation,machine,quadriceps,,"Tempat duduk sendiri di mesin dan sesuaikan sehingga Anda diposisikan dengan benar. Bantalan harus melawan bagian bawah tulang kering tetapi tidak bersentuhan dengan pergelangan kaki. Sesuaikan kursi sehingga titik pivot sejalan dengan lutut Anda. Pilih bobot yang sesuai untuk kemampuan Anda., Mempertahankan postur tubuh yang baik, Perpanjang sepenuhnya satu kaki, berhenti di bagian atas gerakan., Kembali ke posisi awal tanpa membiarkan berat badan berhenti, menjaga ketegangan pada otot., Ulangi untuk jumlah pengulangan yang diinginkan.",strength,"0.jpg, 1.jpg",Single-Leg_Leg_Extension
681,Single-Leg Stride Jump,push,beginner,compound,other,quadriceps,"abductors, adductors, calves, hamstrings","Berdiri ke sisi kotak dengan kaki bagian dalam di atasnya, dekat dengan tepi., Mulailah dengan mengayunkan lengan ke atas saat Anda mendorong melalui kaki atas, Melompat ke atas setinggi mungkin. Mencoba untuk mengendarai lutut yang berlawanan ke atas., Mendarat di posisi yang sama dengan yang Anda mulai, Menggunakan kaki bagian dalam Anda untuk melambat dampaknya.",plyometrics,"0.jpg, 1.jpg",Single-Leg_Stride_Jump
682,Single Dumbbell Raise,,beginner,isolation,dumbbell,shoulders,"forearms, traps","Dengan sikap lebar, Pegang dumbell dengan kedua tangan, menggenggam kepala dumbbell, bukan pegangannya. Lengan Anda harus diperpanjang dan digantung di pinggang. Ini akan menjadi posisi awal Anda., Naikkan berat sampai di atas tingkat bahu, menjaga lengan Anda terulur. Tubuh dan pinggul Anda harus tetap diam di seluruh gerakan., Kembali ke posisi awal dan ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Single_Dumbbell_Raise
683,Single Leg Butt Kick,push,beginner,compound,body only,quadriceps,"calves, hamstrings","Mulailah dengan berdiri dengan satu kaki, dengan lutut bengkok terangkat. Ini akan menjadi posisi awal Anda., Menggunakan lompatan countermovement, lepas ke atas dengan memperluas pinggul, lutut, dan pergelangan kaki dari kaki yang membumi., Segera lenturkan lutut dan cobalah untuk menyentuh pantat Anda dengan tumit kaki melompat Anda., Kembalikan kaki ke posisi bengkok sebagian di bawah pinggul dan tanah. Kaki Anda yang berlawanan harus tetap berada dalam posisi yang relatif sama di seluruh latihan.",plyometrics,"0.jpg, 1.jpg",Single_Leg_Butt_Kick
684,Single Leg Glute Bridge,push,beginner,isolation,body only,glutes,hamstrings,"Letakkan di lantai dengan kaki rata dan lutut ditekuk., Angkat satu kaki dari tanah, Tarik lutut ke dada Anda. Ini akan menjadi posisi awal Anda., Jalankan gerakan dengan mengemudi melalui tumit, Memperluas pinggul Anda ke atas dan mengangkat glutes dari tanah., Memperpanjang sejauh mungkin, Jeda dan kemudian kembali ke posisi awal.",strength,"0.jpg, 1.jpg",Single_Leg_Glute_Bridge
685,Single Leg Push-off,push,beginner,compound,other,quadriceps,"calves, hamstrings","Berdirilah di tanah dengan satu kaki bertumpu di atas kotak, tumit dekat ke tepi., Dorong dengan kaki Anda di atas kotak, Mencoba mendapatkan ketinggian sebanyak mungkin dengan memanjang melalui pinggul dan lutut., Mendarat dengan kaki yang sama di atas kotak, Mengembalikan kaki Anda yang lain kembali ke posisi awal.",plyometrics,"0.jpg, 1.jpg",Single_Leg_Push-off
686,Sit-Up,pull,beginner,isolation,body only,abdominals,,"Berbaring di lantai menempatkan kaki Anda di bawah sesuatu yang tidak akan bergerak atau dengan meminta pasangan memegangnya. Kaki Anda harus ditekuk di lutut., Tempatkan tangan Anda di belakang kepala dan kunci bersama dengan menggenggam jari Anda. Ini adalah posisi awal., Tinggikan tubuh bagian atas Anda sehingga menciptakan bentuk V imajiner dengan paha Anda. Bernapaslah saat melakukan bagian latihan ini., Setelah Anda merasakan kontraksi sedetik, Turunkan tubuh bagian atas kembali ke posisi awal saat menghirup., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Sit-Up
687,Sit Squats,push,beginner,,body only,quadriceps,"abductors, glutes, hamstrings","Berdiri dengan kaki Anda lebar bahu. Ini akan menjadi posisi awal Anda., Mulailah gerakan dengan melenturkan lutut dan pinggul Anda, Duduk dengan pinggul Anda., Lanjutkan sampai Anda berjongkok sebagian dari jalan ke bawah, tetapi di atas paralel, dan dengan cepat membalikkan gerakan sampai Anda kembali ke posisi awal. Ulangi untuk 5-10 pengulangan.",stretching,"0.jpg, 1.jpg",Sit_Squats
688,Skating,,intermediate,,other,quadriceps,"abductors, adductors, calves, glutes, hamstrings","Roller Skating adalah kegiatan yang menyenangkan yang dapat efektif dalam meningkatkan kebugaran kardiorespirasi dan daya tahan otot. Itu membutuhkan keseimbangan dan koordinasi yang relatif baik. Penting untuk mempelajari dasar -dasar skating termasuk berbalik dan berhenti dan memakai perlengkapan pelindung untuk menghindari kemungkinan cedera., Anda dapat berseluncur dengan kecepatan yang nyaman selama 30 menit berturut -turut. Jika Anda menginginkan tantangan kardio, lakukan skating interval â € “kecepatan skate dua menit setiap lima menit, Menggunakan sisa tiga menit untuk pulih. Orang 150 lb biasanya akan membakar sekitar 175 kalori dalam 30 menit berseluncur dengan kecepatan yang nyaman, Mirip dengan berjalan cepat.",cardio,"0.jpg, 1.jpg",Skating
