ID Program,Nama Program Latihan,Deskripsi Program,Jenis Latihan Program,Tujuan Latihan,Durasi Program (menit),Tempat Program,Peralatan Program (Ya/Tidak),Tingkat Kebugaran Program,Waktu Ideal Program,video_url,Target Gender,Rentang Usia
213,Elliptical Trainer (Gentle Pace),"Gunakan elliptical trainer dengan resistensi rendah dan gerakan yang halus dan terkontrol. Latihan kardio seluruh tubuh yang *low-impact* dan aman bagi pemula. Lakukan 1 set, 20-25 menit.",Kardio,Menjaga kesehatan,22,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=mY9z6m0g8M0,Semua Gender,18-25 Tahun
214,Dumbbell Goblet Squat (Light Weight),"Pegang satu *dumbbell* secara vertikal di depan dada dengan kedua tangan. Berdiri selebar bahu, jongkokkan pinggul ke belakang seolah duduk di kursi, jaga punggung lurus. Dorong kembali ke atas. Lakukan 3 set 10-12 repetisi dengan istirahat 60 detik.",Kekuatan,Meningkatkan massa otot,25,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=l_H8M4D_a5U,Pria,18-25 Tahun
217,Dumbbell Bicep Curl (Light Weight,"Alternating)""Berdiri tegak atau duduk pegang *dumbbell* ringan di masing-masing tangan dengan telapak tangan menghadap ke depan. Tekuk siku dan angkat *dumbbell* satu per satu ke bahu. Turunkan perlahan. Lakukan 3 set 10-12 repetisi per lengan dengan istirahat 60 detik.""",Kekuatan,Meningkatkan massa otot,25,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=rW3fGf_gS3Y,Semua Gender,18-25 Tahun
219,Plank (Basic,"Short Hold)""Ambil posisi *push up* dengan bertumpu pada lengan bawah jaga tubuh lurus dari kepala hingga tumit. Kontraksikan otot inti. Tahan selama 20-30 detik. Lakukan 3 set dengan istirahat 45 detik.""",Kekuatan,Menjaga kesehatan,15,Gym,Tidak,Pemula,Kapan saja,https://www.youtube.com/watch?v=mY9z6m0g8M0,Pria,18-25 Tahun
220,Crunches (Basic),"Berbaring telentang, tekuk lutut, kaki datar di lantai. Tempatkan tangan di belakang kepala atau di dada. Angkat bahu dari lantai, kontraksikan otot perut. Turunkan perlahan. Lakukan 3 set 15-20 repetisi dengan istirahat 45 detik.",Kekuatan,Menjaga kesehatan,15,Gym,Tidak,Pemula,Kapan saja,https://www.youtube.com/watch?v=X8T-W8088r0,Semua Gender,18-25 Tahun
221,Glute Bridge (Bodyweight),"Berbaring telentang, tekuk lutut, kaki datar di lantai. Angkat pinggul dari lantai hingga tubuh lurus dari bahu ke lutut. Kontraksikan bokong. Turunkan perlahan. Lakukan 3 set 12-15 repetisi dengan istirahat 45 detik.",Kekuatan,Menjaga kesehatan,15,Gym,Tidak,Pemula,Kapan saja,https://www.youtube.com/watch?v=kYvM-xSYqQ0,Semua Gender,18-25 Tahun
222,Bird Dog (Controlled Movement),"Berlutut dengan tangan dan lutut di lantai. Angkat satu lengan ke depan dan kaki berlawanan ke belakang secara bersamaan, jaga tubuh tetap lurus dan stabil. Kembali perlahan. Lakukan 3 set 10-12 repetisi per sisi dengan istirahat 45 detik.",Kekuatan,Menjaga kesehatan,20,Gym,Tidak,Pemula,Kapan saja,https://www.youtube.com/watch?v=P6m-0jI250k,Semua Gender,18-25 Tahun
223,Assisted Pull-up Machine (Higher Assistance),"Gunakan mesin pull-up yang dibantu, sesuaikan beban untuk mengurangi banyak berat badan Anda. Pegang palang dengan genggaman *pronated*, tarik tubuh ke atas hingga dagu melewati palang. Turunkan perlahan. Lakukan 3 set 8-12 repetisi dengan istirahat 90 detik.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=Xw8e05n9sI8,Semua Gender,18-25 Tahun
224,Assisted Dip Machine (Higher Assistance),"Gunakan mesin dip yang dibantu, sesuaikan beban untuk mengurangi banyak berat badan Anda. Pegang pegangan *dip bar*, turunkan tubuh hingga bahu sedikit di bawah siku. Dorong kembali ke atas. Lakukan 3 set 8-12 repetisi dengan istirahat 90 detik.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=5U64J18r12Q,Semua Gender,18-25 Tahun
225,Hyperextension (Back Extension) Machine (Bodyweight),"Berbaring di mesin hyperextension, kunci kaki di bawah bantalan. Turunkan tubuh ke bawah, jaga punggung lurus, lalu angkat kembali hingga tubuh lurus. Fokus pada kontraksi punggung bawah dan bokong tanpa beban tambahan. Lakukan 3 set 12-15 repetisi dengan istirahat 60 detik.",Kekuatan,Menjaga kesehatan,20,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=rX_j-x-rB0c,Semua Gender,18-25 Tahun
226,Cable Face Pull (Light Weight),"Berdiri menghadap mesin kabel, pasang tali *rope* di posisi tinggi. Tarik tali ke arah wajah Anda, pisahkan tangan saat menarik, fokus pada meremas bahu belakang dan tulang belikat. Gunakan beban ringan. Lakukan 3 set 15-20 repetisi dengan istirahat 60 detik.",Kekuatan,Menjaga kesehatan,20,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=G3c0yW7y0g8,Semua Gender,18-25 Tahun
227,Machine Pec Fly (Light Weight),"Mirip dengan pec deck fly, tetapi bisa berupa mesin kabel yang berdiri. Berdiri di antara dua katrol, pegang pegangan, rentangkan lengan ke samping, lalu tarik ke depan di depan dada dengan beban ringan. Lakukan 3 set 15-20 repetisi dengan istirahat 45 detik.",Kekuatan,Meningkatkan massa otot,25,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=An-m-p0jD-Y,Semua Gender,18-25 Tahun
228,Single Arm Cable Tricep Extension (Light Weight),"Berdiri di samping mesin kabel, pasang pegangan D-handle di posisi tinggi. Pegang pegangan dengan satu tangan, dorong lengan ke bawah hingga lurus, fokus pada kontraksi trisep. Gunakan beban ringan. Lakukan 3 set 12-15 repetisi per sisi dengan istirahat 60 detik.",Kekuatan,Meningkatkan massa otot,25,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=brhRU7LqV3Q,Semua Gender,18-25 Tahun
229,Seated Calf Raise Machine (Light Weight),"Duduk di mesin calf raise, tempatkan bahu di bawah bantalan dan kaki di platform. Angkat tumit setinggi mungkin, kontraksikan otot betis. Turunkan perlahan. Gunakan beban ringan. Lakukan 3 set 15-20 repetisi dengan istirahat 45 detik.",Kekuatan,Meningkatkan massa otot,20,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=G3K8jA0V0_c,Semua Gender,18-25 Tahun
230,Abdominal Crunch Machine (Light Weight),"Duduk di mesin crunch, kunci kaki di bawah bantalan. Tarik pegangan ke bawah sambil mengkontraksikan otot perut. Kembali perlahan. Gunakan beban ringan. Lakukan 3 set 15-20 repetisi dengan istirahat 45 detik.",Kekuatan,Menjaga kesehatan,15,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=Lpm-jG-rI5c,Semua Gender,18-25 Tahun
231,Adductor Machine (Light Weight),"Duduk di mesin adductor, tempatkan paha di antara bantalan. Dorong kaki ke dalam untuk mengkontraksikan paha bagian dalam. Kembali perlahan. Gunakan beban ringan. Lakukan 3 set 15-20 repetisi dengan istirahat 45 detik.",Kekuatan,Menjaga kesehatan,20,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=kK8gZG0G02U,Semua Gender,18-25 Tahun
232,Abductor Machine (Light Weight),"Duduk di mesin abductor, tempatkan paha di antara bantalan. Dorong kaki ke luar untuk mengkontraksikan paha bagian luar. Kembali perlahan. Gunakan beban ringan. Lakukan 3 set 15-20 repetisi dengan istirahat 45 detik.",Kekuatan,Menjaga kesehatan,20,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=K_v6p0_8K_Q,Semua Gender,18-25 Tahun
233,Treadmill Incline Walk (Low Incline),"Berjalan di treadmill dengan kemiringan rendah (3-5%). Ini meningkatkan intensitas kardio sedikit lebih dari berjalan datar, membantu membakar kalori. Lakukan 1 set, 20-25 menit.",Kardio,Menurunkan berat badan,25,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=T_sIugq9W4U,Semua Gender,18-25 Tahun
238,Barbell Bent-Over Row (Moderate Weight),"Berdiri dengan lutut sedikit ditekuk, bungkukkan tubuh dari pinggul. Pegang barbel. Tarik barbel ke perut bagian atas, fokus pada kontraksi punggung. Turunkan perlahan. Lakukan 3 set 8-10 repetisi dengan istirahat 90 detik.",Kekuatan,Meningkatkan massa otot,35,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=eW4sYpQc_j8,Pria,26-35 Tahun
239,Incline Dumbbell Press (Moderate Weight),"Berbaring di bangku miring (30-45 derajat), pegang *dumbbell* di masing-masing tangan, setinggi dada. Dorong *dumbbell* ke atas hingga lengan lurus, fokus pada dada bagian atas. Turunkan perlahan. Lakukan 3 set 10-12 repetisi dengan istirahat 90 detik.",Kekuatan,Meningkatkan massa otot,35,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=kYvM-xSYqQ0,Semua Gender,26-35 Tahun
241,Dumbbell Lateral Raises (Moderate Weight),"Berdiri tegak, pegang *dumbbell* di masing-masing tangan di samping tubuh. Angkat *dumbbell* ke samping hingga setinggi bahu, dengan sedikit tekukan di siku. Turunkan perlahan. Lakukan 3 set 12-15 repetisi dengan istirahat 60 detik.",Kekuatan,Meningkatkan massa otot,25,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=An-m-p0jD-Y,Semua Gender,26-35 Tahun
242,Dumbbell Hammer Curls (Moderate Weight),"Berdiri tegak, pegang *dumbbell* di masing-masing tangan dengan telapak tangan menghadap ke dalam (netral). Tekuk siku dan angkat *dumbbell* ke bahu. Turunkan perlahan. Lakukan 3 set 10-12 repetisi per lengan dengan istirahat 60 detik.",Kekuatan,Meningkatkan massa otot,25,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=brhRU7LqV3Q,Semua Gender,26-35 Tahun
251,Russian Twists (Weighted),"Duduk di lantai dengan lutut ditekuk, kaki sedikit terangkat atau di lantai. Pegang bola obat atau *dumbbell* kecil. Putar tubuh dari sisi ke sisi, sentuh lantai di setiap sisi. Lakukan 3 set 15-20 repetisi per sisi dengan istirahat 45 detik.",Kekuatan,Menjaga kesehatan,15,Gym,Ya,Menengah,Kapan saja,https://www.youtube.com/watch?v=rW3fGf_gS3Y,Pria,26-35 Tahun
252,Hanging Leg Raises (Full Range),"Bergantung pada *pull-up bar* dengan lengan lurus. Angkat kaki lurus ke depan hingga tegak lurus dengan tubuh atau lebih tinggi, kontraksikan otot perut. Turunkan perlahan. Lakukan 3 set 8-12 repetisi dengan istirahat 60 detik.",Kekuatan,Menjaga kesehatan,20,Gym,Ya,Menengah,Kapan saja,https://www.youtube.com/watch?v=b4wS9W7xQ9A,Semua Gender,26-35 Tahun
254,Medicine Ball Slams (Moderate Intensity),"Pegang bola obat dengan kedua tangan. Angkat bola di atas kepala, lalu banting ke lantai dengan kekuatan terkontrol, sambil mengkontraksikan inti. Lakukan 3 set 10-12 repetisi dengan istirahat 60 detik.",Kekuatan,,20,Gym,Ya,Menengah,Kapan saja,https://www.youtube.com/watch?v=G3c0yW7y0g8,Semua Gender,26-35 Tahun
255,Box Jumps (Medium Box),"Berdiri di depan kotak dengan ketinggian menengah. Melompat ke atas kotak dengan kedua kaki, mendarat dengan lembut. Turun dari kotak (bisa melangkah turun). Lakukan 3 set 6-8 repetisi dengan istirahat 90 detik.",Kekuatan,,25,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=k_v6p0_8K_Q,Semua Gender,26-35 Tahun
258,Goblet Squat (Heavier Weight),"Pegang *dumbbell* atau *kettlebell* lebih berat di depan dada. Jongkokkan pinggul ke belakang dan ke bawah, jaga punggung lurus dan dada tegak. Dorong kembali ke atas. Lakukan 3 set 8-10 repetisi dengan istirahat 90 detik.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=l_H8M4D_a5U,Pria,26-35 Tahun
260,Cable Push-Pull Circuit (Moderate),Gunakan mesin kabel untuk melatih otot pendorong (dada/trisep) dan penarik (punggung/bisep) secara bergantian dalam format sirkuit. Contoh: Cable Chest Press super-set dengan Cable Row. Lakukan 3 set 10-12 repetisi setiap latihan dengan istirahat 60 detik antar super-set.,Kekuatan,Meningkatkan massa otot,35,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=kYvM-xSYqQ0,Semua Gender,26-35 Tahun
261,Weighted Push-up (Heavy Plate on Back),"Minta seseorang menempatkan beban piring yang lebih berat di punggung Anda atau gunakan rompi beban yang signifikan. Lakukan push-up standar dengan beban tambahan, fokus pada form yang ketat dan gerakan yang terkontrol. Lakukan 3 set 6-8 repetisi dengan istirahat 90 detik.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=MhYc-hN1uN0,Laki-laki,26-35 Tahun
262,Weighted Pull-up (Heavy Dumbbell/Vest),Pegang *dumbbell* yang berat di antara kaki atau gunakan rompi beban yang signifikan. Lakukan pull-up (genggaman *pronated*) dengan beban tambahan. Fokus pada gerakan terkontrol dan penuh. Lakukan 3 set 4-6 repetisi dengan istirahat 2-3 menit.,Kekuatan,Meningkatkan massa otot,40,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=MhYc-hN1uN0,Laki-laki,26-35 Tahun
263,Weighted Dips (Heavy Dumbbell/Vest),Pegang *dumbbell* yang berat di antara kaki atau gunakan rompi beban yang signifikan. Lakukan *dips* dengan beban tambahan. Fokus pada gerakan terkontrol dan penuh. Lakukan 3 set 4-6 repetisi dengan istirahat 2-3 menit.,Kekuatan,Meningkatkan massa otot,40,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=k_v6p0_8K_Q,Laki-laki,26-35 Tahun
264,Barbell Deadlift (Max Effort Set),"Setelah pemanasan menyeluruh, lakukan set kerja yang sangat berat dengan fokus pada 1-3 repetisi maksimal. Prioritaskan form yang sempurna dan istirahat penuh antar set. Ini untuk kekuatan absolut. Lakukan 3-5 set 1-3 repetisi dengan istirahat 3-5 menit.",Kekuatan,Meningkatkan massa otot,60,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=l_H8M4D_a5U,Laki-laki,26-35 Tahun
265,Barbell Back Squat (Max Effort Set),"Setelah pemanasan menyeluruh, lakukan set kerja yang sangat berat dengan fokus pada 1-3 repetisi maksimal. Prioritaskan form yang sempurna dan istirahat penuh antar set. Ini untuk kekuatan absolut. Lakukan 3-5 set 1-3 repetisi dengan istirahat 3-5 menit.",Kekuatan,Meningkatkan massa otot,60,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=T_sIugq9W4U,Laki-laki,26-35 Tahun
266,Power Clean (Moderate/Heavy Weight),Angkat barbel dari lantai secara eksplosif ke posisi *front rack* (di bahu) dengan beban sedang hingga berat. Ini adalah latihan kekuatan *power* yang kompleks. Lakukan 3-5 set 2-4 repetisi dengan istirahat 2-3 menit (fokus pada teknik dan kecepatan).,Kekuatan,Meningkatakan massa otot,45,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=k_v6p0_8K_Q,Semua Gender,26-35 Tahun
270,Bulgarian Split Squat (Heavily Weighted),"Berdiri dengan satu kaki di bangku di belakang Anda, pegang *dumbbell* yang berat di masing-masing tangan atau gunakan barbel. Jongkokkan lutut depan hingga paha sejajar lantai, jaga tubuh tegak. Dorong kembali ke atas. Lakukan 3 set 6-8 repetisi per sisi dengan istirahat 90 detik.",Kekuatan,Meningkatkan massa otot,35,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=b4wS9W7xQ9A,Laki-laki,26-35 Tahun
271,Arnold Press (Heavier Dumbbell),"Duduk atau berdiri, pegang *dumbbell* yang lebih berat di masing-masing tangan di depan bahu dengan telapak tangan menghadap Anda. Saat mendorong ke atas, putar telapak tangan hingga menghadap ke depan di atas kepala. Turunkan perlahan dengan memutar kembali. Lakukan 3 set 6-8 repetisi dengan istirahat 90 detik.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=S0QpS_z5lUs,Laki-laki,26-35 Tahun
275,Pistol Squats (Unassisted),"Berdiri dengan satu kaki, rentangkan kaki yang lain ke depan. Jongkokkan pinggul ke bawah hingga paha sejajar lantai atau lebih rendah, jaga keseimbangan. Dorong kembali ke atas. Lakukan 3 set 5-8 repetisi per sisi dengan istirahat 90 detik.",Kekuatan,,35,Gym,Tidak,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=T_sIugq9W4U,Laki-laki,26-35 Tahun
276,Turkish Get-Up (Heavier Kettlebell/Dumbbell),"Berbaring telentang, pegang *kettlebell* atau *dumbbell* yang lebih berat di satu tangan lurus ke atas. Lakukan serangkaian gerakan terkontrol untuk bangkit berdiri sambil menjaga beban tetap di atas kepala. Kembali ke posisi berbaring. Lakukan 3 set 3-5 repetisi per sisi dengan istirahat 2 menit.",Kekuatan,Meningkatakan massa otot,40,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=b4wS9W7xQ9A,Semua Gender,26-35 Tahun
280,One-Arm Dumbbell Row (Max Weight),"Gunakan *dumbbell* paling berat yang bisa Anda kendalikan. Tempatkan satu lutut dan satu tangan di bangku. Tarik *dumbbell* ke pinggul secara eksplosif, fokus pada kontraksi punggung. Turunkan perlahan. Lakukan 3 set 5-7 repetisi per sisi dengan istirahat 90 detik.",Kekuatan,Meningkatkan massa otot,35,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=hG_e7lR00oM,Semua Gender,26-35 Tahun
281,Plyometric Push-up (Depth Jumps),"Lakukan push-up eksplosif dengan melompat dari satu permukaan rendah ke permukaan yang lebih tinggi, atau melompat dari bangku ke lantai untuk pendaratan yang lebih dalam. Lakukan 3 set 5-8 repetisi dengan istirahat 90 detik.",Kekuatan,,30,Gym,Tidak,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=9jP1k-oH16k,Semua Gender,26-35 Tahun
282,Sled Push/Pull (Max Load),Dorong atau tarik *sled* yang dibebani dengan beban maksimal di sekitar *gym*. Ini adalah latihan seluruh tubuh yang sangat intens untuk kekuatan dan daya tahan otot. Lakukan 3-5 putaran (mis. 20-30 meter) dengan istirahat 60-90 detik antar putaran.,Kekuatan,Menurunkan berat badan,30,Gym,Ya,Lanjut,Kapan saja,https://www.youtube.com/watch?v=MhYc-hN1uN0,Semua Gender,26-35 Tahun
283,Battle Ropes (Sprint Intervals),Pegang kedua ujung tali *battle rope*. Lakukan gerakan gelombang (alternating/double waves) atau banting tali ke lantai (slams) secara eksplosif dan secepat mungkin untuk interval waktu singkat. Lakukan 3 set 30-45 detik kerja dengan istirahat 60 detik.,Kardio,Menurunkan berat badan,20,Gym,Ya,Lanjut,Kapan saja,https://www.youtube.com/watch?v=G3K8jA0V0_c,Semua Gender,26-35 Tahun
284,Burpees (Max Reps),Lakukan *burpee* lengkap dengan *push-up* sebanyak mungkin repetisi dalam waktu yang ditentukan (mis. 60 detik). Ini adalah latihan kardio seluruh tubuh yang intens. Lakukan 3 set 60 detik kerja dengan istirahat 90 detik.,Kardio,Menurunkan berat badan,20,Gym,Tidak,Menengah,Kapan saja,https://www.youtube.com/watch?v=9jP1k-oH16k,Semua Gender,26-35 Tahun
287,Renegade Row (Max Weight Dumbbells),"Gunakan *dumbbell* paling berat yang bisa Anda kendalikan. Lakukan push-up, lalu secara bergantian angkat satu *dumbbell* ke samping tubuh (row), menjaga inti stabil dan gerakan terkontrol. Lakukan 3 set 6-8 repetisi per sisi dengan istirahat 90 detik.",Kekuatan,Meningkatkan massa otot,35,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=B7b5T1cE0sM,Semua Gender,26-35 Tahun
288,Farmer's Carry (Heaviest Dumbbells/Kettlebells),"Pegang dua *dumbbell* atau *kettlebell* paling berat yang bisa Anda angkat di masing-masing tangan, berdiri tegak, dan berjalanlah sejauh mungkin atau selama waktu tertentu. Ini bagus untuk kekuatan genggaman ekstrem, inti, dan daya tahan. Lakukan 3 set selama 45-75 detik dengan istirahat 60 detik.",Kekuatan,,20,Gym,Ya,Menengah,Kapan saja,https://www.youtube.com/watch?v=rW3fGf_gS3Y,Semua Gender,26-35 Tahun
290,Assault Bike Sprint Intervals (Max Effort),"Gunakan *Assault Bike* untuk interval sprint habis-habisan (30-45 detik), diikuti dengan istirahat pasif atau gerakan ringan (60-90 detik). Ulangi 8-10 kali. Lakukan 1 set, 15-20 menit.",Kardio,Menurunkan berat badan,20,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=X-Y0_pYm2gM,Semua Gender,26-35 Tahun
292,Front Plank (Extended Hold/Heavy Weighted),Tahan posisi plank lebih lama (90-120+ detik) atau letakkan beban piring yang berat di punggung Anda. Fokus pada menjaga tubuh lurus dan inti kencang. Lakukan 3 set dengan istirahat 60 detik.,Kekuatan,Menjaga kesehatan,20,Gym,Ya,Menengah,Kapan saja,https://www.youtube.com/watch?v=mY9z6m0g8M0,Laki-laki,26-35 Tahun
293,Side Plank (Extended Hold/Heavy Weighted),Tahan posisi *side plank* lebih lama (60-90+ detik) atau pegang *dumbbell* berat di pinggul atas. Jaga tubuh lurus dari kepala hingga tumit. Lakukan 3 set per sisi dengan istirahat 45 detik.,Kekuatan,Menjaga kesehatan,20,Gym,Ya,Menengah,Kapan saja,https://www.youtube.com/watch?v=z81k8f-tT4k,Laki-laki,26-35 Tahun
296,Clean & Jerk (Barbell - Heavy/Competition Prep),"Angkat barbel dari lantai ke bahu (clean), lalu dorong barbel di atas kepala (jerk) dengan beban yang sangat menantang, fokus pada teknik yang presisi dan kekuatan eksplosif. Lakukan 3-5 set 1-3 repetisi dengan istirahat 2-3 menit.",Kekuatan,meningkatkan massa otot,50,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=k_v6p0_8K_Q,Laki-laki,26-35 Tahun
297,Gymnastic Rings Push-ups (Advanced Variations),Lakukan push-up di *gymnastic rings* dengan variasi yang lebih sulit seperti *pseudo planche push-up* atau *archer push-up* di cincin. Ini sangat menantang stabilitas bahu dan inti. Lakukan 3 set 5-8 repetisi dengan istirahat 90 detik.,Kekuatan,meningkatkan massa otot,30,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=rX_j-x-rB0c,Semua Gender,26-35 Tahun
298,Gymnastic Rings Dips (Weighted/Advanced),Lakukan *dips* di *gymnastic rings* dengan tambahan beban atau variasi yang lebih sulit seperti *straight bar dips* di cincin. Ini lebih menantang daripada *dip bar* karena ketidakstabilan cincin. Lakukan 3 set 5-8 repetisi dengan istirahat 90 detik.,Kekuatan,meningkatkan massa otot,30,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=5U64J18r12Q,Laki-laki,26-35 Tahun
301,Jalan Kaki 1000 Langkah,Berjalan kaki 1000 langkah adalah aktivitas kardio ringan yang membantu membakar kalori dan meningkatkan kebugaran kardiovaskular.,Kardio,Menurunkan berat badan,30,Outdoor,Tidak,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
303,Knee Diamond Push Up,"Melatih agar bisa kuat diamond push up tanpa knee. Lakukan gerakan ini selama 10x 3 repetisi, istirahat 2 menit antar setnya.",Kekuatan,Meningkatkan massa otot,30,Rumah,Tidak,Pemula,Pagi/Sore,https://youtu.be/mH8WhysYsaU,Laki-laki,18-25 Tahun
304,Knee Wide Up Push Up,"Melatih agar bisa kuat wide push up tanpa knee. Lakukan gerakan ini selama 10x 3 repetisi, istirahat 2 menit antar setnya.",Kekuatan,Meningkatkan massa otot,15,Rumah,Tidak,Pemula,Pagi/Sore,https://youtu.be/GLehhuyJ3dM,Semua Gender,18-25 Tahun
308,Push Up,"Meningkatkan massa otot fokus utamanya adalah dada tengah. Gerakan ini juga compound dengan triceps. Lakukan gerakan ini selama 15x 3 repetisi, istirahat 2 menit antar setnya.",Kekuatan,Meningkatkan massa otot,30,Rumah,Tidak,Menengah,Pagi/Sore,,Laki-laki,18-35 Tahun
310,Wide Up Push Up,"Meningkatkan massa otot dan Melatih Keseluruhan Otot dada. Lakukan gerakan ini selama 10x 3 repetisi, istirahat 2 menit antar setnya.",Kekuatan,Meningkatkan massa otot,30,Rumah,Tidak,Menengah,Pagi/Sore,https://youtu.be/H4kWo6MbFV8,Laki-laki,18-35 Tahun
311,Archer Push Up,Meningkatkan massa otot dan Gerakan ini juga compound yang dimana Melatih dada sekaligus Triceps dan Shoulder depan.,Kekuatan,Meningkatkan massa otot,10,Rumah,Tidak,Menengah,Pagi/Sore,,Laki-laki,18-35 Tahun
312,Pull Up,"Meningkatkan massa otot dan Melebarkan Otot Punggung atau dikenal otot back. Lakukan gerakan ini selama 5x 3 repetisi, istirahat 2 menit antar setnya.",Kekuatan,Meningkatkan massa otot,30,Rumah,Tidak,Menengah,Pagi/Sore,pull up_1000001.jpg,Laki-laki,18-35 Tahun
313,Chin Up,"Meningkatkan massa otot dan Melatih Otot Punggung Bagian Atas. Gerakan ini compound melatih Biceps juga. Lakukan gerakan ini selama 10x 3 repetisi, istirahat 2 menit antar setnya.",Kekuatan,Meningkatkan massa otot,30,Rumah,Tidak,Menengah,Pagi/Sore,https://youtu.be/yXcjcu7etXo,Semua Gender,18-35 Tahun
314,Pseudo Push Up,"Meningkatkan massa otot dan Melatih Otot Shoulder depan Keseluruhan. Lakukan gerakan ini selama 17x 3 repetisi, istirahat 2 menit antar setnya.",Kekuatan,Meningkatkan massa otot,20,Rumah,Tidak,Lanjut,Pagi/Sore,https://youtu.be/i-gSmqe9tNw,Laki-laki,18-35 Tahun
317,Close Grip Pull Up,"Meningkatkan massa otot dan Melatih Otot Punggung Bagian Bawah. Lakukan gerakan ini selama 10x 3 repetisi, istirahat 2 menit antar setnya.",Kekuatan,Meningkatkan massa otot,30,Rumah,Tidak,Lanjut,Pagi/Sore,pull up_1000001.jpg,Laki-laki,26-35 Tahun
318,Muscle Up,Meningkatkan massa otot dan Melatih Otot Punggung Bagian Atas.,Kekuatan ,Meningkatkan massa otot,30,Rumah,Tidak,Lanjut,Pagi/Sore,3,Laki-laki,26-35 Tahun
319,Lat pulldown,"Membentuk otot punggung dan memperbaiki postur. Lakukan gerakan ini 20x 3 repetisi, istirahat 3 menit antar set.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Pemula,Sore,,Semua Gender,18-25 Tahun
320,Dumbbell Row,"Membentuk otot punggung atas. Lakukan gerakan ini 20x 2 repetisi, istirahat 3 menit antar set.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
321,Biceps Curl,"Membentuk Biceps tengah. Lakukan gerakan ini 10x 3 repetisi, istirahat 3 menit antar set.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
322,Lateral Raise,"Membentuk otot bahu bagian samping. Lakukan gerakan ini 10x 3 repetisi, istirahat 3 menit antar set.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Menengah,Pagi/Sore,,Semua Gender,26-35 Tahun
323,Shoulder Press,"Membentuk otot bahu bagian depan menggunakan Dumbbell. Lakukan gerakan ini 10x 3 repetisi, istirahat 3 menit antar set.",Kekuatan,Meningkatkan massa otot,15,Gym,Ya,Pemula,Pagi/Sore,,Semua Gender,18-25 Tahun
